,id,Region,Taxonomy,Dwellings,Buildings,Repl_cost_USD_m2,No_of_storeys,Dwl_per_storey,Dwl_area_m2
251,AREA # 03101,Copiapó,"MCF/DUC/H:1,3",3219.3500000000004,804.8,256000.0,2.0,2,80
252,AREA # 03101,Copiapó,"MR/DNO/H:1,3",4231.85,846.4,320000.0,2.5,2,80
253,AREA # 03101,Copiapó,"MR/DUC/H:1,3",945.9600000000002,189.2,385000.0,2.5,2,70
254,AREA # 03101,Copiapó,MUR+ADO/H:1,152.79999999999998,152.8,35000.0,1.0,1,70
255,AREA # 03101,Copiapó,"MUR+ADO/H:1,2",3011.2000000000003,2409.0,43750.0,1.25,1,70
256,AREA # 03101,Copiapó,"MUR+STDRE/H:1,2",157.96,126.4,43750.0,1.25,1,70
257,AREA # 03101,Copiapó,"MUR/H:1,3",996.9799999999999,664.7,52500.0,1.5,1,70
258,AREA # 03101,Copiapó,UNK,2099.6000000000004,2099.6,35000.0,1.0,1,70
259,AREA # 03101,Copiapó,W+WLI/H:1,809.9000000000001,809.9,64000.0,1.0,1,80
260,AREA # 03101,Copiapó,"W+WLI/H:1,3",2588.2000000000003,1725.5,96000.0,1.5,1,80
261,AREA # 03101,Copiapó,W+WS/H:1,1049.3,1049.3,35000.0,1.0,1,70
262,AREA # 03101,Copiapó,"W+WS/H:1,2",654.8000000000001,523.8,43750.0,1.25,1,70
263,AREA # 03102,Caldera,"CR+PC/LWAL/H:1,3",310.1,62.0,320000.0,2.5,2,80
264,AREA # 03102,Caldera,"CR/LWAL/DNO/H:1,3",284.0,71.0,256000.0,2.0,2,80
265,AREA # 03102,Caldera,"CR/LWAL/DNO/H:4,7",1.05,0.1,960000.0,5.0,3,80
266,AREA # 03102,Caldera,"CR/LWAL/DUC/H:1,3",23.700000000000003,5.9,308000.0,2.0,2,70
267,AREA # 03102,Caldera,"CR/LWAL/DUC/H:4,7",0.44999999999999996,0.0,1155000.0,5.0,3,70
268,AREA # 03102,Caldera,"CR/LWAL/DUC/H:8,19",0.3,0.0,3696000.0,12.0,4,70
269,AREA # 03102,Caldera,ER+ETR/H:1,6.5,6.5,35000.0,1.0,1,70
270,AREA # 03102,Caldera,"ER+ETR/H:1,2",8.8,7.0,43750.0,1.25,1,70
271,AREA # 03102,Caldera,MCF/DNO/H:1,23.600000000000005,23.6,35000.0,1.0,1,70
272,AREA # 03102,Caldera,"MCF/DNO/H:1,3",545.3,363.5,84000.0,1.5,1,70
273,AREA # 03102,Caldera,"MCF/DUC/H:1,3",339.95000000000005,85.0,256000.0,2.0,2,80
274,AREA # 03102,Caldera,"MR/DNO/H:1,3",435.3,87.1,320000.0,2.5,2,80
275,AREA # 03102,Caldera,"MR/DUC/H:1,3",86.69000000000001,17.3,385000.0,2.5,2,70
276,AREA # 03102,Caldera,MUR+ADO/H:1,8.5,8.5,35000.0,1.0,1,70
277,AREA # 03102,Caldera,"MUR+ADO/H:1,2",35.2,28.2,43750.0,1.25,1,70
278,AREA # 03102,Caldera,"MUR+STDRE/H:1,2",33.14,26.5,43750.0,1.25,1,70
279,AREA # 03102,Caldera,"MUR/H:1,3",100.42000000000002,66.9,52500.0,1.5,1,70
280,AREA # 03102,Caldera,UNK,423.4,423.4,35000.0,1.0,1,70
281,AREA # 03102,Caldera,W+WLI/H:1,90.59999999999998,90.6,64000.0,1.0,1,80
282,AREA # 03102,Caldera,"W+WLI/H:1,3",559.9,373.3,96000.0,1.5,1,80
283,AREA # 03102,Caldera,W+WS/H:1,188.0,188.0,35000.0,1.0,1,70
284,AREA # 03102,Caldera,"W+WS/H:1,2",142.1,113.7,43750.0,1.25,1,70
285,AREA # 03103,Tierra Amarilla,"CR+PC/LWAL/H:1,3",115.80000000000001,23.2,320000.0,2.5,2,80
286,AREA # 03103,Tierra Amarilla,"CR/LWAL/DNO/H:1,3",34.199999999999996,8.5,256000.0,2.0,2,80
287,AREA # 03103,Tierra Amarilla,"CR/LWAL/DUC/H:1,3",3.7000000000000006,0.9,308000.0,2.0,2,70
288,AREA # 03103,Tierra Amarilla,ER+ETR/H:1,7.0,7.0,35000.0,1.0,1,70
289,AREA # 03103,Tierra Amarilla,"ER+ETR/H:1,2",85.4,68.3,43750.0,1.25,1,70
290,AREA # 03103,Tierra Amarilla,MCF/DNO/H:1,3.7000000000000006,3.7,35000.0,1.0,1,70
291,AREA # 03103,Tierra Amarilla,"MCF/DNO/H:1,3",185.55,123.7,84000.0,1.5,1,70
292,AREA # 03103,Tierra Amarilla,"MCF/DUC/H:1,3",120.25,30.1,256000.0,2.0,2,80
293,AREA # 03103,Tierra Amarilla,"MR/DNO/H:1,3",153.15,30.6,320000.0,2.5,2,80
294,AREA # 03103,Tierra Amarilla,"MR/DUC/H:1,3",30.810000000000002,6.2,385000.0,2.5,2,70
295,AREA # 03103,Tierra Amarilla,MUR+ADO/H:1,7.999999999999999,8.0,35000.0,1.0,1,70
296,AREA # 03103,Tierra Amarilla,"MUR+ADO/H:1,2",341.6,273.3,43750.0,1.25,1,70
297,AREA # 03103,Tierra Amarilla,"MUR+STDRE/H:1,2",3.8600000000000003,3.1,43750.0,1.25,1,70
298,AREA # 03103,Tierra Amarilla,"MUR/H:1,3",13.979999999999999,9.3,52500.0,1.5,1,70
299,AREA # 03103,Tierra Amarilla,UNK,227.5,227.5,35000.0,1.0,1,70
300,AREA # 03103,Tierra Amarilla,W+WLI/H:1,131.3,131.3,64000.0,1.0,1,80
301,AREA # 03103,Tierra Amarilla,"W+WLI/H:1,3",331.6,221.1,96000.0,1.5,1,80
302,AREA # 03103,Tierra Amarilla,W+WS/H:1,130.2,130.2,35000.0,1.0,1,70
303,AREA # 03103,Tierra Amarilla,"W+WS/H:1,2",83.4,66.7,43750.0,1.25,1,70
304,AREA # 03201,Chañaral,"CR+PC/LWAL/H:1,3",230.60000000000002,46.1,320000.0,2.5,2,80
305,AREA # 03201,Chañaral,"CR/LWAL/DNO/H:1,3",305.4,76.3,256000.0,2.0,2,80
306,AREA # 03201,Chañaral,"CR/LWAL/DNO/H:4,7",44.949999999999996,3.0,960000.0,5.0,3,80
307,AREA # 03201,Chañaral,"CR/LWAL/DUC/H:1,3",28.3,7.1,308000.0,2.0,2,70
308,AREA # 03201,Chañaral,"CR/LWAL/DUC/H:4,7",3.1499999999999995,0.2,1155000.0,5.0,3,70
309,AREA # 03201,Chañaral,"CR/LWAL/DUC/H:8,19",2.7,0.1,3696000.0,12.0,4,70
310,AREA # 03201,Chañaral,ER+ETR/H:1,2.3,2.3,35000.0,1.0,1,70
311,AREA # 03201,Chañaral,"ER+ETR/H:1,2",2.8000000000000003,2.2,43750.0,1.25,1,70
312,AREA # 03201,Chañaral,MCF/DNO/H:1,12.600000000000001,12.6,35000.0,1.0,1,70
313,AREA # 03201,Chañaral,"MCF/DNO/H:1,3",412.7,275.1,84000.0,1.5,1,70
314,AREA # 03201,Chañaral,"MCF/DUC/H:1,3",271.8,68.0,256000.0,2.0,2,80
315,AREA # 03201,Chañaral,"MR/DNO/H:1,3",318.40000000000003,63.7,320000.0,2.5,2,80
316,AREA # 03201,Chañaral,"MR/DUC/H:1,3",65.04,13.0,385000.0,2.5,2,70
317,AREA # 03201,Chañaral,MUR+ADO/H:1,3.7,3.7,35000.0,1.0,1,70
318,AREA # 03201,Chañaral,"MUR+ADO/H:1,2",11.200000000000001,9.0,43750.0,1.25,1,70
319,AREA # 03201,Chañaral,"MUR+STDRE/H:1,2",29.740000000000002,23.8,43750.0,1.25,1,70
320,AREA # 03201,Chañaral,"MUR/H:1,3",79.62000000000002,53.1,52500.0,1.5,1,70
321,AREA # 03201,Chañaral,UNK,385.79999999999995,385.8,35000.0,1.0,1,70
322,AREA # 03201,Chañaral,W+WLI/H:1,92.2,92.2,64000.0,1.0,1,80
323,AREA # 03201,Chañaral,"W+WLI/H:1,3",866.7,577.8,96000.0,1.5,1,80
324,AREA # 03201,Chañaral,W+WS/H:1,169.0,169.0,35000.0,1.0,1,70
325,AREA # 03201,Chañaral,"W+WS/H:1,2",218.3,174.6,43750.0,1.25,1,70
326,AREA # 03202,Diego de Almagro,"CR+PC/LWAL/H:1,3",554.2,110.8,320000.0,2.5,2,80
327,AREA # 03202,Diego de Almagro,"CR/LWAL/DNO/H:1,3",318.0,79.5,256000.0,2.0,2,80
328,AREA # 03202,Diego de Almagro,"CR/LWAL/DNO/H:4,7",51.89999999999999,3.5,960000.0,5.0,3,80
329,AREA # 03202,Diego de Almagro,"CR/LWAL/DUC/H:1,3",29.2,7.3,308000.0,2.0,2,70
330,AREA # 03202,Diego de Almagro,"CR/LWAL/DUC/H:4,7",1.0,0.1,1155000.0,5.0,3,70
331,AREA # 03202,Diego de Almagro,"CR/LWAL/DUC/H:8,19",0.6,0.0,3696000.0,12.0,4,70
332,AREA # 03202,Diego de Almagro,ER+ETR/H:1,28.9,28.9,35000.0,1.0,1,70
333,AREA # 03202,Diego de Almagro,"ER+ETR/H:1,2",86.0,68.8,43750.0,1.25,1,70
334,AREA # 03202,Diego de Almagro,MCF/DNO/H:1,18.1,18.1,35000.0,1.0,1,70
335,AREA # 03202,Diego de Almagro,"MCF/DNO/H:1,3",885.0999999999999,590.1,84000.0,1.5,1,70
336,AREA # 03202,Diego de Almagro,"MCF/DUC/H:1,3",595.7500000000001,148.9,256000.0,2.0,2,80
337,AREA # 03202,Diego de Almagro,"MR/DNO/H:1,3",665.95,133.2,320000.0,2.5,2,80
338,AREA # 03202,Diego de Almagro,"MR/DUC/H:1,3",175.92,35.2,385000.0,2.5,2,70
339,AREA # 03202,Diego de Almagro,MUR+ADO/H:1,58.9,58.9,35000.0,1.0,1,70
340,AREA # 03202,Diego de Almagro,"MUR+ADO/H:1,2",344.0,275.2,43750.0,1.25,1,70
341,AREA # 03202,Diego de Almagro,"MUR+STDRE/H:1,2",33.32,26.7,43750.0,1.25,1,70
342,AREA # 03202,Diego de Almagro,"MUR/H:1,3",96.96000000000004,64.6,52500.0,1.5,1,70
343,AREA # 03202,Diego de Almagro,UNK,261.09999999999997,261.1,35000.0,1.0,1,70
344,AREA # 03202,Diego de Almagro,W+WLI/H:1,54.199999999999996,54.2,64000.0,1.0,1,80
345,AREA # 03202,Diego de Almagro,"W+WLI/H:1,3",598.7,399.1,96000.0,1.5,1,80
346,AREA # 03202,Diego de Almagro,W+WS/H:1,81.9,81.9,35000.0,1.0,1,70
347,AREA # 03202,Diego de Almagro,"W+WS/H:1,2",153.29999999999998,122.6,43750.0,1.25,1,70
348,AREA # 03301,Vallenar,"CR+PC/LWAL/H:1,3",744.9000000000001,149.0,320000.0,2.5,2,80
349,AREA # 03301,Vallenar,"CR/LWAL/DNO/H:1,3",1771.2499999999998,442.8,256000.0,2.0,2,80
350,AREA # 03301,Vallenar,"CR/LWAL/DNO/H:4,7",93.0,6.2,960000.0,5.0,3,80
351,AREA # 03301,Vallenar,"CR/LWAL/DUC/H:1,3",236.75000000000003,59.2,308000.0,2.0,2,70
352,AREA # 03301,Vallenar,"CR/LWAL/DUC/H:4,7",17.499999999999996,1.2,1155000.0,5.0,3,70
353,AREA # 03301,Vallenar,"CR/LWAL/DUC/H:8,19",15.0,0.3,3696000.0,12.0,4,70
354,AREA # 03301,Vallenar,ER+ETR/H:1,27.699999999999996,27.7,35000.0,1.0,1,70
355,AREA # 03301,Vallenar,"ER+ETR/H:1,2",175.8,140.6,43750.0,1.25,1,70
356,AREA # 03301,Vallenar,MCF/DNO/H:1,125.95000000000002,126.0,35000.0,1.0,1,70
357,AREA # 03301,Vallenar,"MCF/DNO/H:1,3",1539.3999999999999,1026.3,84000.0,1.5,1,70
358,AREA # 03301,Vallenar,"MCF/DUC/H:1,3",1032.8500000000001,258.2,256000.0,2.0,2,80
359,AREA # 03301,Vallenar,"MR/DNO/H:1,3",1221.75,244.3,320000.0,2.5,2,80
360,AREA # 03301,Vallenar,"MR/DUC/H:1,3",262.05,52.4,385000.0,2.5,2,70
361,AREA # 03301,Vallenar,MUR+ADO/H:1,45.7,45.7,35000.0,1.0,1,70
362,AREA # 03301,Vallenar,"MUR+ADO/H:1,2",703.2,562.6,43750.0,1.25,1,70
363,AREA # 03301,Vallenar,"MUR+STDRE/H:1,2",132.2,105.8,43750.0,1.25,1,70
364,AREA # 03301,Vallenar,"MUR/H:1,3",465.4,310.3,52500.0,1.5,1,70
365,AREA # 03301,Vallenar,UNK,892.4,892.4,35000.0,1.0,1,70
366,AREA # 03301,Vallenar,W+WLI/H:1,172.60000000000002,172.6,64000.0,1.0,1,80
367,AREA # 03301,Vallenar,"W+WLI/H:1,3",1045.1999999999998,696.8,96000.0,1.5,1,80
368,AREA # 03301,Vallenar,W+WS/H:1,410.59999999999997,410.6,35000.0,1.0,1,70
369,AREA # 03301,Vallenar,"W+WS/H:1,2",264.79999999999995,211.8,43750.0,1.25,1,70
370,AREA # 03303,Freirina,"CR+PC/LWAL/H:1,3",59.800000000000004,12.0,320000.0,2.5,2,80
371,AREA # 03303,Freirina,"CR/LWAL/DNO/H:1,3",88.85,22.2,256000.0,2.0,2,80
372,AREA # 03303,Freirina,"CR/LWAL/DNO/H:4,7",0.7,0.0,960000.0,5.0,3,80
373,AREA # 03303,Freirina,"CR/LWAL/DUC/H:1,3",11.25,2.8,308000.0,2.0,2,70
374,AREA # 03303,Freirina,ER+ETR/H:1,5.0,5.0,35000.0,1.0,1,70
375,AREA # 03303,Freirina,"ER+ETR/H:1,2",18.0,14.4,43750.0,1.25,1,70
376,AREA # 03303,Freirina,MCF/DNO/H:1,3.8500000000000005,3.9,35000.0,1.0,1,70
377,AREA # 03303,Freirina,"MCF/DNO/H:1,3",106.6,71.1,84000.0,1.5,1,70
378,AREA # 03303,Freirina,"MCF/DUC/H:1,3",72.15,18.0,256000.0,2.0,2,80
379,AREA # 03303,Freirina,"MR/DNO/H:1,3",86.5,17.3,320000.0,2.5,2,80
380,AREA # 03303,Freirina,"MR/DUC/H:1,3",17.96,3.6,385000.0,2.5,2,70
381,AREA # 03303,Freirina,MUR+ADO/H:1,4.8,4.8,35000.0,1.0,1,70
382,AREA # 03303,Freirina,"MUR+ADO/H:1,2",72.0,57.6,43750.0,1.25,1,70
383,AREA # 03303,Freirina,"MUR+STDRE/H:1,2",6.76,5.4,43750.0,1.25,1,70
384,AREA # 03303,Freirina,"MUR/H:1,3",20.579999999999995,13.7,52500.0,1.5,1,70
385,AREA # 03303,Freirina,UNK,36.2,36.2,35000.0,1.0,1,70
386,AREA # 03303,Freirina,W+WLI/H:1,43.2,43.2,64000.0,1.0,1,80
387,AREA # 03303,Freirina,"W+WLI/H:1,3",189.5,126.3,96000.0,1.5,1,80
388,AREA # 03303,Freirina,W+WS/H:1,21.799999999999997,21.8,35000.0,1.0,1,70
389,AREA # 03303,Freirina,"W+WS/H:1,2",47.5,38.0,43750.0,1.25,1,70
390,AREA # 03304,Huasco,"CR+PC/LWAL/H:1,3",115.4,23.1,320000.0,2.5,2,80
391,AREA # 03304,Huasco,"CR/LWAL/DNO/H:1,3",213.45,53.4,256000.0,2.0,2,80
392,AREA # 03304,Huasco,"CR/LWAL/DNO/H:4,7",0.7,0.0,960000.0,5.0,3,80
393,AREA # 03304,Huasco,"CR/LWAL/DUC/H:1,3",21.95,5.5,308000.0,2.0,2,70
394,AREA # 03304,Huasco,ER+ETR/H:1,5.1,5.1,35000.0,1.0,1,70
395,AREA # 03304,Huasco,"ER+ETR/H:1,2",2.2,1.8,43750.0,1.25,1,70
396,AREA # 03304,Huasco,MCF/DNO/H:1,7.600000000000001,7.6,35000.0,1.0,1,70
397,AREA # 03304,Huasco,"MCF/DNO/H:1,3",217.2,144.8,84000.0,1.5,1,70
398,AREA # 03304,Huasco,"MCF/DUC/H:1,3",140.1,35.0,256000.0,2.0,2,80
399,AREA # 03304,Huasco,"MR/DNO/H:1,3",169.8,34.0,320000.0,2.5,2,80
400,AREA # 03304,Huasco,"MR/DUC/H:1,3",36.160000000000004,7.2,385000.0,2.5,2,70
401,AREA # 03304,Huasco,MUR+ADO/H:1,6.9,6.9,35000.0,1.0,1,70
402,AREA # 03304,Huasco,"MUR+ADO/H:1,2",8.8,7.0,43750.0,1.25,1,70
403,AREA # 03304,Huasco,"MUR+STDRE/H:1,2",22.86,18.3,43750.0,1.25,1,70
404,AREA # 03304,Huasco,"MUR/H:1,3",59.78,39.9,52500.0,1.5,1,70
405,AREA # 03304,Huasco,UNK,169.09999999999997,169.1,35000.0,1.0,1,70
406,AREA # 03304,Huasco,W+WLI/H:1,88.89999999999999,88.9,64000.0,1.0,1,80
407,AREA # 03304,Huasco,"W+WLI/H:1,3",298.8,199.2,96000.0,1.5,1,80
408,AREA # 03304,Huasco,W+WS/H:1,80.0,80.0,35000.0,1.0,1,70
409,AREA # 03304,Huasco,"W+WS/H:1,2",75.2,60.2,43750.0,1.25,1,70
410,AREA # 04101,La Serena,"CR+PC/LWAL/H:1,3",1631.0000000000002,326.2,320000.0,2.5,2,80
411,AREA # 04101,La Serena,"CR/LWAL/DNO/H:1,3",3145.25,786.3,256000.0,2.0,2,80
412,AREA # 04101,La Serena,"CR/LWAL/DNO/H:4,7",391.5,26.1,960000.0,5.0,3,80
413,AREA # 04101,La Serena,"CR/LWAL/DUC/H:1,3",849.75,212.4,308000.0,2.0,2,70
414,AREA # 04101,La Serena,"CR/LWAL/DUC/H:4,7",343.3,22.9,1155000.0,5.0,3,70
415,AREA # 04101,La Serena,"CR/LWAL/DUC/H:8,19",288.0,6.0,3696000.0,12.0,4,70
416,AREA # 04101,La Serena,ER+ETR/H:1,50.599999999999994,50.6,35000.0,1.0,1,70
417,AREA # 04101,La Serena,"ER+ETR/H:1,2",297.6,238.1,43750.0,1.25,1,70
418,AREA # 04101,La Serena,MCF/DNO/H:1,2478.1500000000005,2478.2,35000.0,1.0,1,70
419,AREA # 04101,La Serena,"MCF/DNO/H:1,3",7233.450000000001,4822.3,84000.0,1.5,1,70
420,AREA # 04101,La Serena,"MCF/DUC/H:1,3",3200.15,800.0,256000.0,2.0,2,80
421,AREA # 04101,La Serena,"MR/DNO/H:1,3",6277.9,1255.6,320000.0,2.5,2,80
422,AREA # 04101,La Serena,"MR/DUC/H:1,3",1025.85,205.2,385000.0,2.5,2,70
423,AREA # 04101,La Serena,MUR+ADO/H:1,96.19999999999999,96.2,35000.0,1.0,1,70
424,AREA # 04101,La Serena,"MUR+ADO/H:1,2",1190.4,952.3,43750.0,1.25,1,70
425,AREA # 04101,La Serena,"MUR+STDRE/H:1,2",253.3,202.6,43750.0,1.25,1,70
426,AREA # 04101,La Serena,"MUR/H:1,3",3812.4000000000005,2541.6,52500.0,1.5,1,70
427,AREA # 04101,La Serena,UNK,1347.7,1347.7,35000.0,1.0,1,70
428,AREA # 04101,La Serena,W+WLI/H:1,389.50000000000006,389.5,64000.0,1.0,1,80
429,AREA # 04101,La Serena,"W+WLI/H:1,3",2435.7000000000003,1623.8,96000.0,1.5,1,80
430,AREA # 04101,La Serena,W+WS/H:1,607.0,607.0,35000.0,1.0,1,70
431,AREA # 04101,La Serena,"W+WS/H:1,2",614.3,491.4,43750.0,1.25,1,70
432,AREA # 04102,Coquimbo,"CR+PC/LWAL/H:1,3",1575.1000000000004,315.0,320000.0,2.5,2,80
433,AREA # 04102,Coquimbo,"CR/LWAL/DNO/H:1,3",3163.55,790.9,256000.0,2.0,2,80
434,AREA # 04102,Coquimbo,"CR/LWAL/DNO/H:4,7",204.70000000000002,13.6,960000.0,5.0,3,80
435,AREA # 04102,Coquimbo,"CR/LWAL/DUC/H:1,3",840.8500000000001,210.2,308000.0,2.0,2,70
436,AREA # 04102,Coquimbo,"CR/LWAL/DUC/H:4,7",69.89999999999999,4.7,1155000.0,5.0,3,70
437,AREA # 04102,Coquimbo,"CR/LWAL/DUC/H:8,19",57.599999999999994,1.2,3696000.0,12.0,4,70
438,AREA # 04102,Coquimbo,ER+ETR/H:1,64.29999999999998,64.3,35000.0,1.0,1,70
439,AREA # 04102,Coquimbo,"ER+ETR/H:1,2",557.6,446.1,43750.0,1.25,1,70
440,AREA # 04102,Coquimbo,MCF/DNO/H:1,2361.95,2361.9,35000.0,1.0,1,70
441,AREA # 04102,Coquimbo,"MCF/DNO/H:1,3",7105.5,4737.0,84000.0,1.5,1,70
442,AREA # 04102,Coquimbo,"MCF/DUC/H:1,3",3028.7999999999997,757.2,256000.0,2.0,2,80
443,AREA # 04102,Coquimbo,"MR/DNO/H:1,3",6145.849999999999,1229.2,320000.0,2.5,2,80
444,AREA # 04102,Coquimbo,"MR/DUC/H:1,3",1058.46,211.7,385000.0,2.5,2,70
445,AREA # 04102,Coquimbo,MUR+ADO/H:1,121.5,121.5,35000.0,1.0,1,70
446,AREA # 04102,Coquimbo,"MUR+ADO/H:1,2",2230.4,1784.3,43750.0,1.25,1,70
447,AREA # 04102,Coquimbo,"MUR+STDRE/H:1,2",311.26,249.0,43750.0,1.25,1,70
448,AREA # 04102,Coquimbo,"MUR/H:1,3",3886.479999999999,2591.0,52500.0,1.5,1,70
449,AREA # 04102,Coquimbo,UNK,1615.8,1615.8,35000.0,1.0,1,70
450,AREA # 04102,Coquimbo,W+WLI/H:1,497.90000000000003,497.9,64000.0,1.0,1,80
451,AREA # 04102,Coquimbo,"W+WLI/H:1,3",3063.5000000000005,2042.3,96000.0,1.5,1,80
452,AREA # 04102,Coquimbo,W+WS/H:1,733.5,733.5,35000.0,1.0,1,70
453,AREA # 04102,Coquimbo,"W+WS/H:1,2",776.5000000000001,621.2,43750.0,1.25,1,70
454,AREA # 04103,Andacollo,"CR+PC/LWAL/H:1,3",113.2,22.6,320000.0,2.5,2,80
455,AREA # 04103,Andacollo,"CR/LWAL/DNO/H:1,3",52.9,13.2,256000.0,2.0,2,80
456,AREA # 04103,Andacollo,"CR/LWAL/DNO/H:4,7",0.7,0.0,960000.0,5.0,3,80
457,AREA # 04103,Andacollo,"CR/LWAL/DUC/H:1,3",21.000000000000004,5.3,308000.0,2.0,2,70
458,AREA # 04103,Andacollo,ER+ETR/H:1,9.1,9.1,35000.0,1.0,1,70
459,AREA # 04103,Andacollo,"ER+ETR/H:1,2",186.20000000000002,149.0,43750.0,1.25,1,70
460,AREA # 04103,Andacollo,MCF/DNO/H:1,40.95,41.0,35000.0,1.0,1,70
461,AREA # 04103,Andacollo,"MCF/DNO/H:1,3",254.60000000000002,169.7,84000.0,1.5,1,70
462,AREA # 04103,Andacollo,"MCF/DUC/H:1,3",143.20000000000002,35.8,256000.0,2.0,2,80
463,AREA # 04103,Andacollo,"MR/DNO/H:1,3",222.5,44.5,320000.0,2.5,2,80
464,AREA # 04103,Andacollo,"MR/DUC/H:1,3",43.75,8.8,385000.0,2.5,2,70
465,AREA # 04103,Andacollo,MUR+ADO/H:1,17.899999999999995,17.9,35000.0,1.0,1,70
466,AREA # 04103,Andacollo,"MUR+ADO/H:1,2",744.8000000000001,595.8,43750.0,1.25,1,70
467,AREA # 04103,Andacollo,"MUR+STDRE/H:1,2",3.5999999999999996,2.9,43750.0,1.25,1,70
468,AREA # 04103,Andacollo,"MUR/H:1,3",70.60000000000001,47.1,52500.0,1.5,1,70
469,AREA # 04103,Andacollo,UNK,162.89999999999998,162.9,35000.0,1.0,1,70
470,AREA # 04103,Andacollo,W+WLI/H:1,54.0,54.0,64000.0,1.0,1,80
471,AREA # 04103,Andacollo,"W+WLI/H:1,3",304.7,203.1,96000.0,1.5,1,80
472,AREA # 04103,Andacollo,W+WS/H:1,82.1,82.1,35000.0,1.0,1,70
473,AREA # 04103,Andacollo,"W+WS/H:1,2",76.3,61.0,43750.0,1.25,1,70
474,AREA # 04104,La Higuera,"CR+PC/LWAL/H:1,3",2.2,0.4,320000.0,2.5,2,80
475,AREA # 04104,La Higuera,"CR/LWAL/DNO/H:1,3",3.0,0.8,256000.0,2.0,2,80
476,AREA # 04104,La Higuera,"CR/LWAL/DUC/H:1,3",0.7,0.2,308000.0,2.0,2,70
477,AREA # 04104,La Higuera,"ER+ETR/H:1,2",5.2,4.2,43750.0,1.25,1,70
478,AREA # 04104,La Higuera,MCF/DNO/H:1,0.7000000000000001,0.7,35000.0,1.0,1,70
479,AREA # 04104,La Higuera,"MCF/DNO/H:1,3",4.85,3.2,84000.0,1.5,1,70
480,AREA # 04104,La Higuera,"MCF/DUC/H:1,3",3.05,0.8,256000.0,2.0,2,80
481,AREA # 04104,La Higuera,"MR/DNO/H:1,3",4.25,0.8,320000.0,2.5,2,80
482,AREA # 04104,La Higuera,"MR/DUC/H:1,3",0.8500000000000001,0.2,385000.0,2.5,2,70
483,AREA # 04104,La Higuera,"MUR+ADO/H:1,2",20.8,16.6,43750.0,1.25,1,70
484,AREA # 04104,La Higuera,"MUR+STDRE/H:1,2",0.1,0.1,43750.0,1.25,1,70
485,AREA # 04104,La Higuera,"MUR/H:1,3",1.3,0.9,52500.0,1.5,1,70
486,AREA # 04104,La Higuera,UNK,15.799999999999999,15.8,35000.0,1.0,1,70
487,AREA # 04104,La Higuera,W+WLI/H:1,17.0,17.0,64000.0,1.0,1,80
488,AREA # 04104,La Higuera,"W+WLI/H:1,3",160.8,107.2,96000.0,1.5,1,80
489,AREA # 04104,La Higuera,W+WS/H:1,8.2,8.2,35000.0,1.0,1,70
490,AREA # 04104,La Higuera,"W+WS/H:1,2",40.2,32.2,43750.0,1.25,1,70
491,AREA # 04106,Vicuña,"CR+PC/LWAL/H:1,3",141.70000000000002,28.3,320000.0,2.5,2,80
492,AREA # 04106,Vicuña,"CR/LWAL/DNO/H:1,3",83.4,20.9,256000.0,2.0,2,80
493,AREA # 04106,Vicuña,"CR/LWAL/DNO/H:4,7",2.8999999999999995,0.2,960000.0,5.0,3,80
494,AREA # 04106,Vicuña,"CR/LWAL/DUC/H:1,3",43.7,10.9,308000.0,2.0,2,70
495,AREA # 04106,Vicuña,"CR/LWAL/DUC/H:4,7",1.0,0.1,1155000.0,5.0,3,70
496,AREA # 04106,Vicuña,"CR/LWAL/DUC/H:8,19",0.6,0.0,3696000.0,12.0,4,70
497,AREA # 04106,Vicuña,ER+ETR/H:1,8.399999999999999,8.4,35000.0,1.0,1,70
498,AREA # 04106,Vicuña,"ER+ETR/H:1,2",114.80000000000001,91.8,43750.0,1.25,1,70
499,AREA # 04106,Vicuña,MCF/DNO/H:1,290.35,290.4,35000.0,1.0,1,70
500,AREA # 04106,Vicuña,"MCF/DNO/H:1,3",702.4,468.3,84000.0,1.5,1,70
501,AREA # 04106,Vicuña,"MCF/DUC/H:1,3",254.9,63.7,256000.0,2.0,2,80
502,AREA # 04106,Vicuña,"MR/DNO/H:1,3",610.0,122.0,320000.0,2.5,2,80
503,AREA # 04106,Vicuña,"MR/DUC/H:1,3",73.27000000000001,14.7,385000.0,2.5,2,70
504,AREA # 04106,Vicuña,MUR+ADO/H:1,14.399999999999999,14.4,35000.0,1.0,1,70
505,AREA # 04106,Vicuña,"MUR+ADO/H:1,2",459.20000000000005,367.4,43750.0,1.25,1,70
506,AREA # 04106,Vicuña,"MUR+STDRE/H:1,2",7.0200000000000005,5.6,43750.0,1.25,1,70
507,AREA # 04106,Vicuña,"MUR/H:1,3",358.76000000000005,239.2,52500.0,1.5,1,70
508,AREA # 04106,Vicuña,UNK,57.3,57.3,35000.0,1.0,1,70
509,AREA # 04106,Vicuña,W+WLI/H:1,37.4,37.4,64000.0,1.0,1,80
510,AREA # 04106,Vicuña,"W+WLI/H:1,3",207.09999999999997,138.1,96000.0,1.5,1,80
511,AREA # 04106,Vicuña,W+WS/H:1,27.5,27.5,35000.0,1.0,1,70
512,AREA # 04106,Vicuña,"W+WS/H:1,2",51.89999999999999,41.5,43750.0,1.25,1,70
513,AREA # 04201,Illapel,"CR+PC/LWAL/H:1,3",116.2,23.2,320000.0,2.5,2,80
